id;nom;date;grid_lon;grid_lat;pr;hurs;sfcWind;tasmax;tasmin;rsds;etp;etpFAO
13510;Boigneville;1960/01/01;2.39043578;48.31996732;3.7;86.9;8.1;10.5;8.3;192.2;0.8;1.1
13510;Boigneville;1960/01/02;2.39043578;48.31996732;6.7;94.3;5.6;11.7;7.7;192.4;0.5;0.5
13510;Boigneville;1960/01/03;2.39043578;48.31996732;0.8;89.3;4.3;11.1;9;301.4;0.9;0.6
13510;Boigneville;1960/01/04;2.39043578;48.31996732;0.5;98;1.7;11.9;9;158.8;0.4;0.3
13510;Boigneville;1960/01/05;2.39043578;48.31996732;0.2;90.5;2.9;11.7;10.2;143;0.7;0.6
13510;Boigneville;1960/01/06;2.39043578;48.31996732;0;89.7;1.4;4.3;2.1;567.7;0.7;0.1
13510;Boigneville;1960/01/07;2.39043578;48.31996732;0;98.4;2;2.2;0.6;108.8;0.2;0.3
13510;Boigneville;1960/01/08;2.39043578;48.31996732;0;95.8;2.1;4.8;1.4;62.6;0.3;0.4
13510;Boigneville;1960/01/09;2.39043578;48.31996732;0;70.7;8.5;0.4;-2.6;508;0.9;1.2
13510;Boigneville;1960/01/10;2.39043578;48.31996732;0;69;7.8;-3;-4.7;561.1;1.1;1
13510;Boigneville;1960/01/11;2.39043578;48.31996732;0.5;82.6;2.7;0.8;-7.8;84.5;0.3;0.5
13510;Boigneville;1960/01/12;2.39043578;48.31996732;0;73;2.7;-2.5;-4.6;459.7;0.6;0.5
13510;Boigneville;1960/01/13;2.39043578;48.31996732;0;85.2;3;-1.1;-6.2;191.4;0.4;0.4
13510;Boigneville;1960/01/14;2.39043578;48.31996732;0;83.2;4.3;-4.1;-11.2;613.8;0.4;0.3
13510;Boigneville;1960/01/15;2.39043578;48.31996732;0;78.4;5.4;-5.7;-6.8;653.4;0.5;0.5
13510;Boigneville;1960/01/16;2.39043578;48.31996732;0;84.1;3.1;0.8;-8.4;196.3;0.6;0.5
13510;Boigneville;1960/01/17;2.39043578;48.31996732;0;89.1;3.1;1.2;-3.8;257.7;0.4;0.4
13510;Boigneville;1960/01/18;2.39043578;48.31996732;0;91;5.5;2.2;-3.3;158.6;0.2;0.5
13510;Boigneville;1960/01/19;2.39043578;48.31996732;3.8;84.6;5.8;4;1;370.7;0.9;0.8
13510;Boigneville;1960/01/20;2.39043578;48.31996732;0.8;85.1;4.7;5.1;1;154.7;0.6;0.8
13510;Boigneville;1960/01/21;2.39043578;48.31996732;0;95.8;3.3;9.4;2.5;123.1;0.2;0.4
13510;Boigneville;1960/01/22;2.39043578;48.31996732;0;87;5.2;11.8;6.9;504.7;0.7;0.9
13510;Boigneville;1960/01/23;2.39043578;48.31996732;3;79.3;7.6;11.2;8.6;63.5;1.3;1.7
13510;Boigneville;1960/01/24;2.39043578;48.31996732;4.4;84;7.3;11.9;9.9;219.6;1.4;1.4
13510;Boigneville;1960/01/25;2.39043578;48.31996732;8.1;97.2;1.6;8.1;5.4;94.7;0.3;0.4
13510;Boigneville;1960/01/26;2.39043578;48.31996732;1.1;98.2;1.3;6.9;3;166.6;0.3;0.3
13510;Boigneville;1960/01/27;2.39043578;48.31996732;8.5;95.7;3.4;10.4;4.1;360.2;0.5;0.4
13510;Boigneville;1960/01/28;2.39043578;48.31996732;0.2;89.5;6.1;7.2;6.3;85.3;0.5;0.8
13510;Boigneville;1960/01/29;2.39043578;48.31996732;0;82.6;4.5;8.8;1.9;730.6;1.3;0.9
13510;Boigneville;1960/01/30;2.39043578;48.31996732;0;85.6;3;7.8;0.7;366.9;0.9;0.7
13510;Boigneville;1960/01/31;2.39043578;48.31996732;0;84.4;0.6;7.6;-0.1;686;0.8;0.3
13510;Boigneville;1960/02/01;2.39043578;48.31996732;0;87.5;1.4;7.8;-1.6;509.6;0.5;0.4
13510;Boigneville;1960/02/02;2.39043578;48.31996732;0;97;2.4;6.7;1.8;83.8;0.1;0.4
13510;Boigneville;1960/02/03;2.39043578;48.31996732;0.2;81.6;4.8;8.1;3.1;158.7;0.7;1.1
13510;Boigneville;1960/02/04;2.39043578;48.31996732;0.4;86.2;6.9;8.4;5.1;261.2;1;1
13510;Boigneville;1960/02/05;2.39043578;48.31996732;0;90.7;2.9;6.9;0;659.8;0.9;0.5
13510;Boigneville;1960/02/06;2.39043578;48.31996732;0;90.7;3.8;5.1;1;243.4;0.4;0.6
13510;Boigneville;1960/02/07;2.39043578;48.31996732;0;65.4;8.5;0.7;-0.3;454;1.4;1.7
13510;Boigneville;1960/02/08;2.39043578;48.31996732;0;40.6;7.5;0.3;-3.9;1114;2.2;2.4
13510;Boigneville;1960/02/09;2.39043578;48.31996732;0;54.3;3.5;0.9;-3.8;1126.2;1.6;1.3
13510;Boigneville;1960/02/10;2.39043578;48.31996732;0;68.8;0.4;1.2;-8.4;1061.2;0.9;0.3
13510;Boigneville;1960/02/11;2.39043578;48.31996732;0;81.6;0.6;2.2;-4.5;245.4;0.3;0.4
13510;Boigneville;1960/02/12;2.39043578;48.31996732;0;96.4;1.6;3.6;-0.6;190.6;0.3;0.4
13510;Boigneville;1960/02/13;2.39043578;48.31996732;3.2;94.7;4.1;2.8;0.8;93.7;0.3;0.4
13510;Boigneville;1960/02/14;2.39043578;48.31996732;0;80.8;6.3;5.1;0;521.3;1.1;1.1
13510;Boigneville;1960/02/15;2.39043578;48.31996732;1.3;92.7;5.4;3;0.9;159.3;0.4;0.5
13510;Boigneville;1960/02/16;2.39043578;48.31996732;0;89.8;2.7;4;0;174.8;0.5;0.6
13510;Boigneville;1960/02/17;2.39043578;48.31996732;0;79.8;1.4;4.3;-2.2;229.9;0.6;0.6
13510;Boigneville;1960/02/18;2.39043578;48.31996732;0;78.5;2.8;3.1;-0.9;167.9;0.7;0.8
13510;Boigneville;1960/02/19;2.39043578;48.31996732;0;88.3;4.9;5.3;-0.7;391.5;0.6;0.7
13510;Boigneville;1960/02/20;2.39043578;48.31996732;1.3;87.4;6.3;9.2;3.4;289.5;0.8;1
13510;Boigneville;1960/02/21;2.39043578;48.31996732;6.6;83.8;3.8;8.3;3.7;568.3;1;1
13510;Boigneville;1960/02/22;2.39043578;48.31996732;5.2;87.4;4.7;10.8;5.4;235.5;1.1;1
13510;Boigneville;1960/02/23;2.39043578;48.31996732;1.8;90.6;3;9.1;3.7;386.5;0.9;0.7
13510;Boigneville;1960/02/24;2.39043578;48.31996732;7.7;94.7;2.2;7.5;0;95.4;0.2;0.5
13510;Boigneville;1960/02/25;2.39043578;48.31996732;11.1;89;7;13.7;7;130.3;1.1;1.1
13510;Boigneville;1960/02/26;2.39043578;48.31996732;1.2;82.1;4.9;11.3;7.5;342.4;1.5;1.4
13510;Boigneville;1960/02/27;2.39043578;48.31996732;0;86.5;5.1;14.6;10;818.4;1.7;1.4
13510;Boigneville;1960/02/28;2.39043578;48.31996732;0;80.2;3.6;18.2;7.6;710.3;1.7;1.7
13510;Boigneville;1960/02/29;2.39043578;48.31996732;0.1;73.2;5.5;15.5;12.6;319.7;2.2;2.3
13510;Boigneville;1960/03/01;2.39043578;48.31996732;5.3;84.3;6.9;12.2;7.9;548.9;1.5;1.5
13510;Boigneville;1960/03/02;2.39043578;48.31996732;5.1;87.1;6.9;12.1;8.3;243.7;1.2;1.2
13510;Boigneville;1960/03/03;2.39043578;48.31996732;1.2;92.2;5.4;11.9;6.8;175.8;0.5;0.8
13510;Boigneville;1960/03/04;2.39043578;48.31996732;0;77.5;2.9;9.6;8.5;646.4;1.6;1.4
13510;Boigneville;1960/03/05;2.39043578;48.31996732;0;82;2.9;11.4;3.3;1163;1.6;1.4
13510;Boigneville;1960/03/06;2.39043578;48.31996732;0;74.5;4.6;10.5;2.8;1397.2;1.9;1.9
13510;Boigneville;1960/03/07;2.39043578;48.31996732;0;73.7;3.9;5.2;0.8;1305.5;1.3;1.5
13510;Boigneville;1960/03/08;2.39043578;48.31996732;7;86.4;2.8;6;-0.7;573.9;0.8;0.8
13510;Boigneville;1960/03/09;2.39043578;48.31996732;1.1;87.3;3.9;12.8;4.6;657.7;1.4;1.2
13510;Boigneville;1960/03/10;2.39043578;48.31996732;4.7;86.5;2.2;12.3;3.3;463.8;0.9;1
13510;Boigneville;1960/03/11;2.39043578;48.31996732;2.1;87.5;2.6;10.7;7;569.6;1.1;1
13510;Boigneville;1960/03/12;2.39043578;48.31996732;2.3;87.3;3.1;12;5.6;1040.1;1.7;1.3
13510;Boigneville;1960/03/13;2.39043578;48.31996732;0.1;83.8;2.6;12;4.3;764;1.3;1.3
13510;Boigneville;1960/03/14;2.39043578;48.31996732;1.3;89.5;4.3;11;7.2;370;1;1
13510;Boigneville;1960/03/15;2.39043578;48.31996732;1.4;89.9;2.2;11.3;5.8;140.8;0.5;0.7
13510;Boigneville;1960/03/16;2.39043578;48.31996732;0.1;86.1;3.9;12.1;9;310.4;1.2;1.2
13510;Boigneville;1960/03/17;2.39043578;48.31996732;0;85.3;3.9;4.9;4.3;603;1.1;1.1
13510;Boigneville;1960/03/18;2.39043578;48.31996732;0;73.3;1.4;6.2;2;648.7;1.3;1.1
13510;Boigneville;1960/03/19;2.39043578;48.31996732;0;75.4;2.4;8.3;0.2;757.2;1.2;1.3
13510;Boigneville;1960/03/20;2.39043578;48.31996732;0;70.2;3.5;8.5;-0.6;1776.8;2.1;2
13510;Boigneville;1960/03/21;2.39043578;48.31996732;0;72;4;8.5;0.4;1850.9;2.1;2.1
13510;Boigneville;1960/03/22;2.39043578;48.31996732;0;70.6;3.9;11.3;-0.5;1929.9;2.3;2.3
13510;Boigneville;1960/03/23;2.39043578;48.31996732;2.4;68.9;2.6;12.6;1.3;1732.2;2.3;2.2
13510;Boigneville;1960/03/24;2.39043578;48.31996732;2.6;88.4;3.2;11.3;6.3;157.4;0.7;0.9
13510;Boigneville;1960/03/25;2.39043578;48.31996732;0;81;1.6;15.1;8.2;409;1.2;1.2
13510;Boigneville;1960/03/26;2.39043578;48.31996732;0.2;82.1;0.7;14.9;9.9;563.4;1.1;1.2
13510;Boigneville;1960/03/27;2.39043578;48.31996732;0.5;80.9;1.9;15.6;8.3;1387.8;2.3;2
13510;Boigneville;1960/03/28;2.39043578;48.31996732;12.4;82.3;2.3;14.3;9.5;164;1.1;1.1
13510;Boigneville;1960/03/29;2.39043578;48.31996732;0;79.7;1.8;12.5;8.6;1569.1;2.1;2
13510;Boigneville;1960/03/30;2.39043578;48.31996732;0.1;81.1;0.9;12.5;5.8;896;1.5;1.4
13510;Boigneville;1960/03/31;2.39043578;48.31996732;0;74.5;1.6;14.5;2.2;1738.8;2.3;2.2
13510;Boigneville;1960/04/01;2.39043578;48.31996732;0;90.8;1.9;9.2;6.9;681.4;1;1.1
13510;Boigneville;1960/04/02;2.39043578;48.31996732;0;84.8;3.2;13.6;3.9;699.2;1.4;1.4
13510;Boigneville;1960/04/03;2.39043578;48.31996732;4.2;85.3;4.7;10.5;8.1;313.1;1.1;1.3
13510;Boigneville;1960/04/04;2.39043578;48.31996732;0.1;78.6;3.5;13.7;6.8;1254.9;2.1;2.1
13510;Boigneville;1960/04/05;2.39043578;48.31996732;0;82.9;2.6;15.3;9.1;696.5;1.8;1.6
13510;Boigneville;1960/04/06;2.39043578;48.31996732;0;71.9;2.4;19.6;6.6;1551.8;2.5;2.8
13510;Boigneville;1960/04/07;2.39043578;48.31996732;0;67.5;2.1;21;9.5;579.5;1.4;2.2
13510;Boigneville;1960/04/08;2.39043578;48.31996732;0;73.5;2.1;17.9;12.8;558;1.6;1.9
13510;Boigneville;1960/04/09;2.39043578;48.31996732;0;77.4;3.2;16.3;8.8;843.7;2;2.1
13510;Boigneville;1960/04/10;2.39043578;48.31996732;0.8;75.9;6.3;15.3;6.8;1674.5;2.9;2.9
13510;Boigneville;1960/04/11;2.39043578;48.31996732;0.6;82.5;3.5;9.9;5.4;526.7;1.2;1.3
13510;Boigneville;1960/04/12;2.39043578;48.31996732;0;69.8;3.8;13.7;1.1;1568.9;2.4;2.6
13510;Boigneville;1960/04/13;2.39043578;48.31996732;0.4;88.2;6.3;13.8;7.6;612.5;1.2;1.4
13510;Boigneville;1960/04/14;2.39043578;48.31996732;0;69;4.7;13.6;7.6;1545.5;3.2;3
13510;Boigneville;1960/04/15;2.39043578;48.31996732;5.6;75.3;3.1;11.7;4.2;1254.2;1.9;2.1
13510;Boigneville;1960/04/16;2.39043578;48.31996732;0.9;72.3;5.5;11.2;4.8;1104.2;2.1;2.4
13510;Boigneville;1960/04/17;2.39043578;48.31996732;0;71.3;7.5;11.3;3.1;1435.5;2.7;2.7
13510;Boigneville;1960/04/18;2.39043578;48.31996732;3.5;68.6;7;13.7;4.8;1316.5;2.9;3.1
13510;Boigneville;1960/04/19;2.39043578;48.31996732;0.2;88.8;5.5;11.7;7;586.4;1.3;1.3
13510;Boigneville;1960/04/20;2.39043578;48.31996732;0;78.5;5.4;17.4;8.6;2145.9;3.4;3.3
13510;Boigneville;1960/04/21;2.39043578;48.31996732;0;69.7;6.2;19.1;7.8;2300.9;4.3;4.2
13510;Boigneville;1960/04/22;2.39043578;48.31996732;0;64.5;5.5;15.2;4.2;2177;3.4;3.8
13510;Boigneville;1960/04/23;2.39043578;48.31996732;0;70.4;3.6;16.9;4.7;1870.3;3.2;3.2
13510;Boigneville;1960/04/24;2.39043578;48.31996732;0;66.6;3.4;14.8;4;2150;3.1;3.3
13510;Boigneville;1960/04/25;2.39043578;48.31996732;0;62.5;4.1;12.9;6.5;2001.2;3.3;3.5
13510;Boigneville;1960/04/26;2.39043578;48.31996732;0;77.4;4.2;12.7;4.9;1335;2.5;2.3
13510;Boigneville;1960/04/27;2.39043578;48.31996732;0;71.1;4.4;11.4;1.9;1690.5;2.6;2.6
13510;Boigneville;1960/04/28;2.39043578;48.31996732;0.3;72.7;4.9;8.9;2.3;1105;1.9;2.1
13510;Boigneville;1960/04/29;2.39043578;48.31996732;0;69.8;5.9;8;4.1;1122.2;2.2;2.4
13510;Boigneville;1960/04/30;2.39043578;48.31996732;0;64.6;4.2;11.5;1.2;2236.9;3;3.2
13510;Boigneville;1960/05/01;2.39043578;48.31996732;0;68.3;3.9;12.7;0.8;896;1.8;2.3
13510;Boigneville;1960/05/02;2.39043578;48.31996732;0;59.4;2.8;11.9;2.5;2329.9;3.1;3.3
13510;Boigneville;1960/05/03;2.39043578;48.31996732;0;58;1.4;15.1;1.2;682.7;1.4;1.9
13510;Boigneville;1960/05/04;2.39043578;48.31996732;0;56.9;2;17.6;1.1;2096.8;3.4;3.4
13510;Boigneville;1960/05/05;2.39043578;48.31996732;0;55.9;3.1;19.6;5.6;2440.1;4.4;4.5
13510;Boigneville;1960/05/06;2.39043578;48.31996732;0;55.1;3.4;23;8.7;2593;5.2;5.4
13510;Boigneville;1960/05/07;2.39043578;48.31996732;0;56;2.2;23.6;7.2;2040.8;3.9;4.3
13510;Boigneville;1960/05/08;2.39043578;48.31996732;0;53.3;2.6;23.8;10.8;1099.3;3;3.8
13510;Boigneville;1960/05/09;2.39043578;48.31996732;1.2;65.8;1;20.9;13.2;327.3;1.5;1.6
13510;Boigneville;1960/05/10;2.39043578;48.31996732;0;68.5;1.6;23.4;10.3;2262.4;4.2;4
13510;Boigneville;1960/05/11;2.39043578;48.31996732;0;68.9;1;23.2;13.7;1767.7;3.2;3.4
13510;Boigneville;1960/05/12;2.39043578;48.31996732;0.2;74.4;1.8;22.1;14.9;1723.4;3.2;3.4
13510;Boigneville;1960/05/13;2.39043578;48.31996732;0.8;87.6;1.5;16.7;12.6;356.5;0.9;1.2
13510;Boigneville;1960/05/14;2.39043578;48.31996732;0;80.4;1.9;20.9;10.6;779.3;2;2
13510;Boigneville;1960/05/15;2.39043578;48.31996732;0;82.6;2.6;19.5;12.2;909.9;2.3;2.1
13510;Boigneville;1960/05/16;2.39043578;48.31996732;0.5;83.5;1.5;20.3;10;715.2;1.8;1.7
13510;Boigneville;1960/05/17;2.39043578;48.31996732;0;79.2;2.4;20;12.9;1561.5;3.3;3
13510;Boigneville;1960/05/18;2.39043578;48.31996732;0.1;82.6;4.6;21.5;13.4;447.8;2.1;2.1
13510;Boigneville;1960/05/19;2.39043578;48.31996732;1.8;79.3;2.8;16.2;10;500;1.7;1.7
13510;Boigneville;1960/05/20;2.39043578;48.31996732;3.9;85.8;3;18.4;10.9;796.3;1.9;1.9
13510;Boigneville;1960/05/21;2.39043578;48.31996732;12.1;79.9;4.9;17;10.8;1093.4;2.4;2.6
13510;Boigneville;1960/05/22;2.39043578;48.31996732;1.3;87.2;1.4;18.3;11.6;695;1.5;1.6
13510;Boigneville;1960/05/23;2.39043578;48.31996732;1.3;80;3.6;18.9;12;1739.9;3.2;3.2
13510;Boigneville;1960/05/24;2.39043578;48.31996732;4.8;90.2;3.3;16.9;14.3;439.1;1.3;1.3
13510;Boigneville;1960/05/25;2.39043578;48.31996732;0;66.7;1.5;19.8;9.4;1871.2;3.6;3.4
13510;Boigneville;1960/05/26;2.39043578;48.31996732;0;67.5;1.4;22.6;9.4;2286.1;4.1;4
13510;Boigneville;1960/05/27;2.39043578;48.31996732;0;72.6;1.8;23.9;13.4;2056.4;4;4
13510;Boigneville;1960/05/28;2.39043578;48.31996732;0;73.1;4.6;21.7;14;2101.4;4.5;4.4
13510;Boigneville;1960/05/29;2.39043578;48.31996732;0;69.5;5.8;15.8;10.7;2097.9;4.1;4.1
13510;Boigneville;1960/05/30;2.39043578;48.31996732;0;68.6;4.6;17.2;7.1;2747.8;4.2;4.4
13510;Boigneville;1960/05/31;2.39043578;48.31996732;0;65.4;3.8;20;8.7;2717.8;4.6;4.8
13510;Boigneville;1960/06/01;2.39043578;48.31996732;0;63.3;3.7;22.7;10.9;2785;5.2;5.4
13510;Boigneville;1960/06/02;2.39043578;48.31996732;0;69.5;4;24.6;12.3;2735.4;5.1;5.4
13510;Boigneville;1960/06/03;2.39043578;48.31996732;0;60.1;3.5;26.7;14.8;2652;6.2;6.1
13510;Boigneville;1960/06/04;2.39043578;48.31996732;3.9;63.3;1.7;26.8;16.4;2784.9;5.9;5.5
13510;Boigneville;1960/06/05;2.39043578;48.31996732;7.5;74.4;1.7;27.7;14.4;2493.6;5.3;4.8
13510;Boigneville;1960/06/06;2.39043578;48.31996732;2.1;90.5;2.9;20.7;14.4;528.7;1.6;1.5
13510;Boigneville;1960/06/07;2.39043578;48.31996732;3;76.5;2.7;20.2;8.9;1944.5;3.5;3.5
13510;Boigneville;1960/06/08;2.39043578;48.31996732;13.7;74.8;4;20.2;10.3;1018.8;3;2.9
13510;Boigneville;1960/06/09;2.39043578;48.31996732;9.7;87.8;5.6;17.7;12.4;982;2;2.1
13510;Boigneville;1960/06/10;2.39043578;48.31996732;2.8;81.8;3.9;17.8;12.1;1295.8;2.7;2.7
13510;Boigneville;1960/06/11;2.39043578;48.31996732;0;84.8;4.4;18.7;9.7;626.2;1.4;1.9
13510;Boigneville;1960/06/12;2.39043578;48.31996732;0;86.6;3.4;19.3;15.8;617.6;1.7;1.8
13510;Boigneville;1960/06/13;2.39043578;48.31996732;3.4;84.1;2.2;15.6;14.4;650.2;1.6;1.7
13510;Boigneville;1960/06/14;2.39043578;48.31996732;2.2;80.7;2;16;8.4;2222.2;3.3;3.3
13510;Boigneville;1960/06/15;2.39043578;48.31996732;0;73.4;0.2;20.5;9.4;2326.8;4.1;3.6
13510;Boigneville;1960/06/16;2.39043578;48.31996732;0;73;1.2;23.5;12.3;1760.7;3.6;3.4
13510;Boigneville;1960/06/17;2.39043578;48.31996732;0;77.8;0.5;25.6;14.6;1835.5;4.1;3.4
13510;Boigneville;1960/06/18;2.39043578;48.31996732;0;74.3;1.5;28.4;17.4;2742.5;5.5;5.4
13510;Boigneville;1960/06/19;2.39043578;48.31996732;0;75;3;27.5;19.3;2599.2;5.7;5.5
13510;Boigneville;1960/06/20;2.39043578;48.31996732;0;67.4;3.1;24.2;13.9;2702.1;5.4;5.4
13510;Boigneville;1960/06/21;2.39043578;48.31996732;0;73.7;3.9;22.4;12.9;2924.8;5.4;5.2
13510;Boigneville;1960/06/22;2.39043578;48.31996732;0.2;70.7;2;26.8;12.6;2658.3;5.3;5.1
13510;Boigneville;1960/06/23;2.39043578;48.31996732;2.5;87.7;1.1;19.9;17.9;389;1.4;1.3
13510;Boigneville;1960/06/24;2.39043578;48.31996732;18.1;84.2;1.5;22.3;15.5;1924.9;3.9;3.5
13510;Boigneville;1960/06/25;2.39043578;48.31996732;6.2;88.7;2.6;19.7;15;215.3;1;1.2
13510;Boigneville;1960/06/26;2.39043578;48.31996732;0;79.4;5.3;25.8;15.6;1979.1;4.2;4.4
13510;Boigneville;1960/06/27;2.39043578;48.31996732;0;81.8;5;20.2;15.4;1698.7;3.6;3.4
13510;Boigneville;1960/06/28;2.39043578;48.31996732;0;76.2;2.4;18.5;11.1;2260.8;4;3.7
13510;Boigneville;1960/06/29;2.39043578;48.31996732;0;73.7;3.1;16.3;8;1745;3.1;3.1
13510;Boigneville;1960/06/30;2.39043578;48.31996732;0;68;2.1;17.6;7.9;1983.3;3.7;3.5
13510;Boigneville;1960/07/01;2.39043578;48.31996732;0;70.1;2.1;19.1;6.7;1806.9;3.3;3.3
13510;Boigneville;1960/07/02;2.39043578;48.31996732;0;67.4;1.2;20;8.6;2596.3;4.3;4.1
13510;Boigneville;1960/07/03;2.39043578;48.31996732;0;70.7;0.7;20;11.3;2322.9;3.8;3.7
13510;Boigneville;1960/07/04;2.39043578;48.31996732;4.2;78.4;1.4;22.6;12.3;1180.7;2.7;2.5
13510;Boigneville;1960/07/05;2.39043578;48.31996732;4.7;91.9;5.2;20.7;13.6;653.5;1.6;1.6
13510;Boigneville;1960/07/06;2.39043578;48.31996732;0.9;82.7;5.3;17.5;13.9;416.7;1.8;2
13510;Boigneville;1960/07/07;2.39043578;48.31996732;3.4;80.8;4;19.3;12.6;756.1;2.5;2.3
13510;Boigneville;1960/07/08;2.39043578;48.31996732;2.2;85.6;4.3;16.7;12.2;1556.5;2.8;2.6
13510;Boigneville;1960/07/09;2.39043578;48.31996732;23.4;82.8;2.4;19.3;12.8;208.2;1.3;1.4
13510;Boigneville;1960/07/10;2.39043578;48.31996732;9.3;94.9;5.6;19.2;12.8;377.2;0.9;1.1
13510;Boigneville;1960/07/11;2.39043578;48.31996732;2.7;81.4;5.3;19.6;13.7;2319.1;4.3;3.9
13510;Boigneville;1960/07/12;2.39043578;48.31996732;0.8;85.5;3;18.5;12.3;1137.2;2.4;2.3
13510;Boigneville;1960/07/13;2.39043578;48.31996732;0;74.8;4.1;21.5;11.5;1392.9;3.1;3.4
13510;Boigneville;1960/07/14;2.39043578;48.31996732;3.4;76.4;4.4;20.8;13.5;832.7;2.5;2.8
13510;Boigneville;1960/07/15;2.39043578;48.31996732;1.1;81.6;2.6;18;13.3;1450.4;2.7;2.7
13510;Boigneville;1960/07/16;2.39043578;48.31996732;0.4;73.3;1.4;21.2;12.8;967.6;2.1;2.4
13510;Boigneville;1960/07/17;2.39043578;48.31996732;2.1;85.6;5.2;19.1;14.5;257.7;1.2;1.7
13510;Boigneville;1960/07/18;2.39043578;48.31996732;0;73.5;5.7;20.7;14.4;1615.5;3.6;4
13510;Boigneville;1960/07/19;2.39043578;48.31996732;1.2;80.4;4.4;19.2;13.7;1339.9;2.7;3
13510;Boigneville;1960/07/20;2.39043578;48.31996732;1;80.3;2.9;19.3;12.5;1752.8;3.1;3.2
13510;Boigneville;1960/07/21;2.39043578;48.31996732;0;74.6;3.5;20.4;12.9;1145.6;2.9;3
13510;Boigneville;1960/07/22;2.39043578;48.31996732;2.2;74.4;4.5;17.9;11.8;1123.3;2.8;3
13510;Boigneville;1960/07/23;2.39043578;48.31996732;0;80.3;4.3;17.7;9.8;1141;2.2;2.5
13510;Boigneville;1960/07/24;2.39043578;48.31996732;0;76;1.3;21.4;11.1;2204.2;3.6;3.6
13510;Boigneville;1960/07/25;2.39043578;48.31996732;0.1;81.5;3.6;23.4;14.7;427.6;1.8;2
13510;Boigneville;1960/07/26;2.39043578;48.31996732;0;72.2;3.2;20.2;11.8;1247.4;2.6;3.1
13510;Boigneville;1960/07/27;2.39043578;48.31996732;1.2;75.9;2.9;18.3;12.5;326.6;1.4;1.9
13510;Boigneville;1960/07/28;2.39043578;48.31996732;0.6;88.8;4.2;20.8;14.5;397.9;1.5;1.5
13510;Boigneville;1960/07/29;2.39043578;48.31996732;10.2;75.1;2;25;16.9;471.4;2.1;2.1
13510;Boigneville;1960/07/30;2.39043578;48.31996732;3.2;89.7;1.9;20.4;16.1;331.9;0.9;1.2
13510;Boigneville;1960/07/31;2.39043578;48.31996732;9.7;85.7;1.5;19.1;14.9;314.8;1.1;1.2
13510;Boigneville;1960/08/01;2.39043578;48.31996732;2.6;85.5;1.3;19.4;11.3;1460.1;2.6;2.5
13510;Boigneville;1960/08/02;2.39043578;48.31996732;1.9;81.9;2.2;20.4;11.9;1553.7;3.2;2.8
13510;Boigneville;1960/08/03;2.39043578;48.31996732;0;76.5;0.3;21.2;9;1997.7;3.5;3
13510;Boigneville;1960/08/04;2.39043578;48.31996732;0;70.8;1.4;23.6;11.7;1996.4;4.2;3.6
13510;Boigneville;1960/08/05;2.39043578;48.31996732;0;69.7;3.3;22.2;13.9;590.8;2.7;2.8
13510;Boigneville;1960/08/06;2.39043578;48.31996732;1;88;1.6;19.8;13.3;677.8;1.6;1.6
13510;Boigneville;1960/08/07;2.39043578;48.31996732;0.8;86.4;1.2;22.8;13.2;1726.7;3.4;2.9
13510;Boigneville;1960/08/08;2.39043578;48.31996732;4.2;88.1;2.5;19.9;14.1;539.5;1.7;1.5
13510;Boigneville;1960/08/09;2.39043578;48.31996732;3;91.5;1.9;18.2;13.5;528.1;1.3;1.3
13510;Boigneville;1960/08/10;2.39043578;48.31996732;4.3;76.3;3.8;20.2;11;1634.9;3.1;3.3
13510;Boigneville;1960/08/11;2.39043578;48.31996732;5.5;82.8;4.2;20.2;14.3;360.8;1.4;1.9
13510;Boigneville;1960/08/12;2.39043578;48.31996732;1.6;89.8;4.8;14.8;14.2;361.3;1.3;1.3
13510;Boigneville;1960/08/13;2.39043578;48.31996732;10.4;75.1;2.4;17;6.7;1028.3;1.9;2.2
13510;Boigneville;1960/08/14;2.39043578;48.31996732;4.7;84.4;3.6;17.8;12.4;732.7;1.8;1.9
13510;Boigneville;1960/08/15;2.39043578;48.31996732;0.4;82.3;4.9;18.9;12.1;1137.6;2.4;2.5
13510;Boigneville;1960/08/16;2.39043578;48.31996732;0;78.2;2.6;19.9;12;1865.6;3.4;3.2
13510;Boigneville;1960/08/17;2.39043578;48.31996732;10.3;90;2;17;10.5;451.2;1;1.2
13510;Boigneville;1960/08/18;2.39043578;48.31996732;2.4;87.6;5.2;20.1;15;1509.8;2.9;2.6
13510;Boigneville;1960/08/19;2.39043578;48.31996732;0;80.9;3.2;17.8;9.2;622.3;1.5;1.8
13510;Boigneville;1960/08/20;2.39043578;48.31996732;0;87.1;3.1;21.3;9.6;323.1;1;1.4
13510;Boigneville;1960/08/21;2.39043578;48.31996732;0;81.1;2.8;22.8;12.7;1450.5;3.2;2.8
13510;Boigneville;1960/08/22;2.39043578;48.31996732;0;76.7;3.7;29.1;13.6;2009.7;5;4.3
13510;Boigneville;1960/08/23;2.39043578;48.31996732;0;83;2.5;23.5;16.1;873;2.4;2.2
13510;Boigneville;1960/08/24;2.39043578;48.31996732;3.1;83.6;1.4;26.7;14.3;586.4;2;1.7
13510;Boigneville;1960/08/25;2.39043578;48.31996732;9.7;95;1.3;18.7;16.2;514.5;1.2;1.1
13510;Boigneville;1960/08/26;2.39043578;48.31996732;0.4;83.4;3;20.5;16.4;1631.5;3.2;2.9
