Id_point;Position X;Position Y;X_L2E;Y_L2E;X_L93;Y_L93;Longitude;Latitude;Altitude (m);
139;139;0;1172000;1617000; 1215772.692 ; 6046240.741 ; 9.14949775 ; 41.33728886 ;1; 
281;138;1;1164000;1625000; 1207853.336 ; 6054300.574 ; 9.06281317 ; 41.41492220 ;2; 
282;139;1;1172000;1625000; 1215842.953 ; 6054230.333 ; 9.15774564 ; 41.40874837 ;77; 
283;140;1;1180000;1625000; 1223832.566 ; 6054160.048 ; 9.25265817 ; 41.40248830 ;9; 
422;136;2;1148000;1633000; 1191944.221 ; 6062430.571 ; 8.88081527 ; 41.49850083 ;18; 
423;137;2;1156000;1633000; 1199933.890 ; 6062360.415 ; 8.97590090 ; 41.49249175 ;68; 
424;138;2;1164000;1633000; 1207923.556 ; 6062290.215 ; 9.07096706 ; 41.48639624 ;45; 
425;139;2;1172000;1633000; 1215913.218 ; 6062219.970 ; 9.16601348 ; 41.48021435 ;146; 
426;140;2;1180000;1633000; 1223902.875 ; 6062149.681 ; 9.26103987 ; 41.47394608 ;45; 
564;135;3;1140000;1641000; 1184024.638 ; 6070490.380 ; 8.79354102 ; 41.57592746 ;52; 
565;136;3;1148000;1641000; 1192014.356 ; 6070420.265 ; 8.88876028 ; 41.56999708 ;157; 
566;137;3;1156000;1641000; 1200004.070 ; 6070350.105 ; 8.98396026 ; 41.56398013 ;240; 
567;138;3;1164000;1641000; 1207993.781 ; 6070279.901 ; 9.07914071 ; 41.55787665 ;583; 
568;139;3;1172000;1641000; 1215983.487 ; 6070209.652 ; 9.17430133 ; 41.55168667 ;165; 
569;140;3;1180000;1641000; 1223973.188 ; 6070139.358 ; 9.26944187 ; 41.54541021 ;57; 
707;135;4;1140000;1649000; 1184094.733 ; 6078480.122 ; 8.80139059 ; 41.64743774 ;41; 
708;136;4;1148000;1649000; 1192084.496 ; 6078410.003 ; 8.89672455 ; 41.64149960 ;198; 
709;137;4;1156000;1649000; 1200074.255 ; 6078339.839 ; 8.99203917 ; 41.63547478 ;252; 
710;138;4;1164000;1649000; 1208064.009 ; 6078269.631 ; 9.08733417 ; 41.62936331 ;529; 
711;139;4;1172000;1649000; 1216053.760 ; 6078199.378 ; 9.18260928 ; 41.62316523 ;546; 
712;140;4;1180000;1649000; 1224043.506 ; 6078129.080 ; 9.27786423 ; 41.61688056 ;70; 
849;134;5;1132000;1657000; 1176175.020 ; 6086539.988 ; 8.71379117 ; 41.72481330 ;33; 
850;135;5;1140000;1657000; 1184164.832 ; 6086469.910 ; 8.80925924 ; 41.71895420 ;38; 
851;136;5;1148000;1657000; 1192154.639 ; 6086399.786 ; 8.90470817 ; 41.71300829 ;272; 
852;137;5;1156000;1657000; 1200144.443 ; 6086329.618 ; 9.00013769 ; 41.70697559 ;412; 
853;138;5;1164000;1657000; 1208134.242 ; 6086259.406 ; 9.09554752 ; 41.70085613 ;524; 
854;139;5;1172000;1657000; 1216124.037 ; 6086189.148 ; 9.19093739 ; 41.69464994 ;795; 
855;140;5;1180000;1657000; 1224113.828 ; 6086118.846 ; 9.28630702 ; 41.68835705 ;355; 
856;141;5;1188000;1657000; 1232103.615 ; 6086048.500 ; 9.38165614 ; 41.68197749 ;27; 
992;134;6;1132000;1665000; 1176245.078 ; 6094529.824 ; 8.72156364 ; 41.79634351 ;60; 
993;135;6;1140000;1665000; 1184234.935 ; 6094459.742 ; 8.81714702 ; 41.79047675 ;349; 
994;136;6;1148000;1665000; 1192224.787 ; 6094389.614 ; 8.91271120 ; 41.78452305 ;273; 
995;137;6;1156000;1665000; 1200214.635 ; 6094319.442 ; 9.00825589 ; 41.77848246 ;802; 
996;138;6;1164000;1665000; 1208204.479 ; 6094249.225 ; 9.10378083 ; 41.77235499 ;897; 
997;139;6;1172000;1665000; 1216194.319 ; 6094178.964 ; 9.19928573 ; 41.76614068 ;940; 
998;140;6;1180000;1665000; 1224184.155 ; 6094108.657 ; 9.29477033 ; 41.75983957 ;574; 
999;141;6;1188000;1665000; 1232173.986 ; 6094038.307 ; 9.39023433 ; 41.75345166 ;98; 
1134;133;7;1124000;1673000; 1168325.235 ; 6102589.747 ; 8.63363705 ; 41.87366708 ;1; 
1135;134;7;1132000;1673000; 1176315.141 ; 6102519.705 ; 8.72935503 ; 41.86787971 ;1; 
1136;135;7;1140000;1673000; 1184305.042 ; 6102449.618 ; 8.82505400 ; 41.86200526 ;235; 
1137;136;7;1148000;1673000; 1192294.939 ; 6102379.487 ; 8.92073371 ; 41.85604378 ;549; 
1138;137;7;1156000;1673000; 1200284.832 ; 6102309.310 ; 9.01639386 ; 41.84999528 ;490; 
1139;138;7;1164000;1673000; 1208274.721 ; 6102239.089 ; 9.11203418 ; 41.84385980 ;1212; 
1140;139;7;1172000;1673000; 1216264.605 ; 6102168.824 ; 9.20765439 ; 41.83763736 ;1478; 
1141;140;7;1180000;1673000; 1224254.486 ; 6102098.513 ; 9.30325422 ; 41.83132800 ;493; 
1142;141;7;1188000;1673000; 1232244.362 ; 6102028.158 ; 9.39883338 ; 41.82493175 ;83; 
1276;132;8;1116000;1681000; 1160405.303 ; 6110649.677 ; 8.54547879 ; 41.95092448 ;1; 
1277;133;8;1124000;1681000; 1168395.257 ; 6110579.676 ; 8.64133149 ; 41.94521674 ;157; 
1278;134;8;1132000;1681000; 1176385.207 ; 6110509.630 ; 8.73716541 ; 41.93942179 ;143; 
1279;135;8;1140000;1681000; 1184375.153 ; 6110439.539 ; 8.83298026 ; 41.93353966 ;122; 
1280;136;8;1148000;1681000; 1192365.095 ; 6110369.404 ; 8.92877577 ; 41.92757037 ;458; 
1281;137;8;1156000;1681000; 1200355.033 ; 6110299.224 ; 9.02455165 ; 41.92151396 ;965; 
1282;138;8;1164000;1681000; 1208344.966 ; 6110228.998 ; 9.12030763 ; 41.91537045 ;857; 
1283;139;8;1172000;1681000; 1216334.896 ; 6110158.728 ; 9.21604343 ; 41.90913987 ;1233; 
1284;140;8;1180000;1681000; 1224324.821 ; 6110088.413 ; 9.31175877 ; 41.90282226 ;470; 
1285;141;8;1188000;1681000; 1232314.741 ; 6110018.054 ; 9.40745337 ; 41.89641764 ;23; 
1420;133;9;1124000;1689000; 1168465.282 ; 6118569.650 ; 8.64904473 ; 42.01677218 ;31; 
1421;134;9;1132000;1689000; 1176455.277 ; 6118499.600 ; 8.74499487 ; 42.01096965 ;242; 
1422;135;9;1140000;1689000; 1184445.268 ; 6118429.506 ; 8.84092587 ; 42.00507982 ;287; 
1423;136;9;1148000;1689000; 1192435.255 ; 6118359.366 ; 8.93683746 ; 41.99910272 ;733; 
1424;137;9;1156000;1689000; 1200425.237 ; 6118289.181 ; 9.03272935 ; 41.99303838 ;958; 
1425;138;9;1164000;1689000; 1208415.216 ; 6118218.952 ; 9.12860126 ; 41.98688683 ;1370; 
1426;139;9;1172000;1689000; 1216405.190 ; 6118148.678 ; 9.22445293 ; 41.98064811 ;1174; 
1427;140;9;1180000;1689000; 1224395.160 ; 6118078.359 ; 9.32028405 ; 41.97432223 ;415; 
1428;141;9;1188000;1689000; 1232385.126 ; 6118007.995 ; 9.41609437 ; 41.96790923 ;12; 
1562;132;10;1116000;1697000; 1160545.268 ; 6126629.678 ; 8.56069125 ; 42.09405600 ;1; 
1563;133;10;1124000;1697000; 1168535.312 ; 6126559.669 ; 8.65677682 ; 42.08833331 ;7; 
1564;134;10;1132000;1697000; 1176525.351 ; 6126489.616 ; 8.75284346 ; 42.08252318 ;139; 
1565;135;10;1140000;1697000; 1184515.387 ; 6126419.517 ; 8.84889089 ; 42.07662564 ;511; 
1566;136;10;1148000;1697000; 1192505.419 ; 6126349.373 ; 8.94491884 ; 42.07064072 ;527; 
1567;137;10;1156000;1697000; 1200495.447 ; 6126279.184 ; 9.04092702 ; 42.06456845 ;924; 
1568;138;10;1164000;1697000; 1208485.470 ; 6126208.951 ; 9.13691515 ; 42.05840885 ;1628; 
1569;139;10;1172000;1697000; 1216475.489 ; 6126138.672 ; 9.23288296 ; 42.05216196 ;1116; 
1570;140;10;1180000;1697000; 1224465.504 ; 6126068.349 ; 9.32883015 ; 42.04582781 ;255; 
1571;141;10;1188000;1697000; 1232455.514 ; 6125997.980 ; 9.42475646 ; 42.03940642 ;25; 
1572;142;10;1196000;1697000; 1240445.520 ; 6125927.567 ; 9.52066160 ; 42.03289783 ;1; 
1637;64;11;572000;1705000; 617282.937 ; 6139274.594 ; 1.99772032 ; 42.34876330 ;1786; 
1638;65;11;580000;1705000; 625273.165 ; 6139207.658 ; 2.09453799 ; 42.34902924 ;1911; 
1641;68;11;604000;1705000; 649243.848 ; 6139006.578 ; 2.38499424 ; 42.34929627 ;1288; 
1642;69;11;612000;1705000; 657234.076 ; 6138939.460 ; 2.48181309 ; 42.34920835 ;1064; 
1643;70;11;620000;1705000; 665224.302 ; 6138872.297 ; 2.57863150 ; 42.34903196 ;933; 
1644;71;11;628000;1705000; 673214.529 ; 6138805.089 ; 2.67544919 ; 42.34876711 ;696; 
1705;132;11;1116000;1705000; 1160615.256 ; 6134619.746 ; 8.56832541 ; 42.16563020 ;28; 
1706;133;11;1124000;1705000; 1168605.345 ; 6134549.734 ; 8.66452783 ; 42.15990002 ;341; 
1707;134;11;1132000;1705000; 1176595.430 ; 6134479.676 ; 8.76071126 ; 42.15408228 ;420; 
1708;135;11;1140000;1705000; 1184585.511 ; 6134409.573 ; 8.85687541 ; 42.14817702 ;622; 
1709;136;11;1148000;1705000; 1192575.587 ; 6134339.425 ; 8.95302000 ; 42.14218427 ;802; 
1710;137;11;1156000;1705000; 1200565.660 ; 6134269.232 ; 9.04914474 ; 42.13610405 ;1255; 
1711;138;11;1164000;1705000; 1208555.728 ; 6134198.994 ; 9.14524937 ; 42.12993640 ;1244; 
1712;139;11;1172000;1705000; 1216545.792 ; 6134128.711 ; 9.24133360 ; 42.12368133 ;826; 
1713;140;11;1180000;1705000; 1224535.852 ; 6134058.384 ; 9.33739714 ; 42.11733889 ;335; 
1714;141;11;1188000;1705000; 1232525.907 ; 6133988.011 ; 9.43343971 ; 42.11090911 ;56; 
1715;142;11;1196000;1705000; 1240515.958 ; 6133917.593 ; 9.52946105 ; 42.10439201 ;4; 
1779;63;12;564000;1713000; 609359.577 ; 6147331.736 ; 1.90036562 ; 42.42022824 ;1203; 
1780;64;12;572000;1713000; 617349.850 ; 6147264.845 ; 1.99730166 ; 42.42058311 ;1424; 
1781;65;12;580000;1713000; 625340.124 ; 6147197.909 ; 2.09423873 ; 42.42084940 ;2149; 
1782;66;12;588000;1713000; 633330.397 ; 6147130.927 ; 2.19117654 ; 42.42102711 ;2420; 
1783;67;12;596000;1713000; 641320.670 ; 6147063.900 ; 2.28811480 ; 42.42111624 ;2178; 
1784;68;12;604000;1713000; 649310.943 ; 6146996.828 ; 2.38505321 ; 42.42111679 ;1709; 
1785;69;12;612000;1713000; 657301.216 ; 6146929.710 ; 2.48199147 ; 42.42102875 ;1130; 
1786;70;12;620000;1713000; 665291.488 ; 6146862.546 ; 2.57892929 ; 42.42085213 ;721; 
1787;71;12;628000;1713000; 673281.760 ; 6146795.338 ; 2.67586638 ; 42.42058693 ;860; 
1788;72;12;636000;1713000; 681272.031 ; 6146728.084 ; 2.77280244 ; 42.42023315 ;671; 
1789;73;12;644000;1713000; 689262.302 ; 6146660.784 ; 2.86973718 ; 42.41979080 ;304; 
1791;75;12;660000;1713000; 705242.841 ; 6146526.049 ; 3.06360149 ; 42.41864036 ;299; 
1792;76;12;668000;1713000; 713233.110 ; 6146458.613 ; 3.16053049 ; 42.41793228 ;78; 
1848;132;12;1116000;1713000; 1160685.248 ; 6142609.859 ; 8.57597828 ; 42.23720988 ;82; 
1849;133;12;1124000;1713000; 1168675.382 ; 6142539.843 ; 8.67229784 ; 42.23147220 ;522; 
1850;134;12;1132000;1713000; 1176665.512 ; 6142469.781 ; 8.76859833 ; 42.22564685 ;713; 
1851;135;12;1140000;1713000; 1184655.638 ; 6142399.674 ; 8.86487948 ; 42.21973386 ;974; 
1852;136;12;1148000;1713000; 1192645.760 ; 6142329.522 ; 8.96114099 ; 42.21373326 ;1438; 
1853;137;12;1156000;1713000; 1200635.877 ; 6142259.325 ; 9.05738259 ; 42.20764509 ;1747; 
1854;138;12;1164000;1713000; 1208625.991 ; 6142189.083 ; 9.15360399 ; 42.20146936 ;972; 
1855;139;12;1172000;1713000; 1216616.100 ; 6142118.796 ; 9.24980492 ; 42.19520612 ;543; 
1856;140;12;1180000;1713000; 1224606.205 ; 6142048.464 ; 9.34598509 ; 42.18885538 ;374; 
1857;141;12;1188000;1713000; 1232596.305 ; 6141978.086 ; 9.44214421 ; 42.18241718 ;103; 
1858;142;12;1196000;1713000; 1240586.401 ; 6141907.664 ; 9.53828202 ; 42.17589156 ;12; 
1918;59;13;532000;1721000; 577465.168 ; 6155589.141 ; 1.51161960 ; 42.48974503 ;1605; 
1919;60;13;540000;1721000; 585455.487 ; 6155522.432 ; 1.60866822 ; 42.49045513 ;2320; 
1920;61;13;548000;1721000; 593445.807 ; 6155455.677 ; 1.70571906 ; 42.49107654 ;2469; 
1921;62;13;556000;1721000; 601436.126 ; 6155388.877 ; 1.80277183 ; 42.49160927 ;2166; 
1922;63;13;564000;1721000; 609426.445 ; 6155322.032 ; 1.89982623 ; 42.49205330 ;1761; 
1923;64;13;572000;1721000; 617416.764 ; 6155255.141 ; 1.99688196 ; 42.49240864 ;1583; 
1924;65;13;580000;1721000; 625407.083 ; 6155188.205 ; 2.09393873 ; 42.49267528 ;1700; 
1925;66;13;588000;1721000; 633397.402 ; 6155121.223 ; 2.19099625 ; 42.49285322 ;1694; 
1926;67;13;596000;1721000; 641387.720 ; 6155054.196 ; 2.28805421 ; 42.49294247 ;1706; 
1927;68;13;604000;1721000; 649378.039 ; 6154987.123 ; 2.38511232 ; 42.49294301 ;1620; 
1928;69;13;612000;1721000; 657368.357 ; 6154920.005 ; 2.48217029 ; 42.49285486 ;2000; 
1929;70;13;620000;1721000; 665358.674 ; 6154852.841 ; 2.57922781 ; 42.49267801 ;994; 
1930;71;13;628000;1721000; 673348.991 ; 6154785.632 ; 2.67628460 ; 42.49241246 ;418; 
1931;72;13;636000;1721000; 681339.308 ; 6154718.377 ; 2.77334036 ; 42.49205822 ;250; 
1932;73;13;644000;1721000; 689329.624 ; 6154651.077 ; 2.87039479 ; 42.49161528 ;370; 
1933;74;13;652000;1721000; 697319.940 ; 6154583.731 ; 2.96744759 ; 42.49108365 ;607; 
1934;75;13;660000;1721000; 705310.255 ; 6154516.340 ; 3.06449847 ; 42.49046334 ;311; 
1935;76;13;668000;1721000; 713300.569 ; 6154448.904 ; 3.16154713 ; 42.48975433 ;17; 
1991;132;13;1116000;1721000; 1160755.245 ; 6150600.018 ; 8.58364993 ; 42.30879495 ;23; 
1992;133;13;1124000;1721000; 1168745.424 ; 6150529.997 ; 8.68008691 ; 42.30304975 ;214; 
1993;134;13;1132000;1721000; 1176735.599 ; 6150459.931 ; 8.77650475 ; 42.29721677 ;920; 
1994;135;13;1140000;1721000; 1184725.770 ; 6150389.820 ; 8.87290318 ; 42.29129604 ;1424; 
1995;136;13;1148000;1721000; 1192715.936 ; 6150319.664 ; 8.96928190 ; 42.28528759 ;1438; 
1996;137;13;1156000;1721000; 1200706.099 ; 6150249.463 ; 9.06564063 ; 42.27919145 ;1341; 
1997;138;13;1164000;1721000; 1208696.257 ; 6150179.216 ; 9.16197909 ; 42.27300764 ;797; 
1998;139;13;1172000;1721000; 1216686.412 ; 6150108.925 ; 9.25829700 ; 42.26673620 ;492; 
1999;140;13;1180000;1721000; 1224676.561 ; 6150038.588 ; 9.35459408 ; 42.26037716 ;653; 
2000;141;13;1188000;1721000; 1232666.707 ; 6149968.207 ; 9.45087003 ; 42.25393054 ;363; 
2001;142;13;1196000;1721000; 1240656.848 ; 6149897.780 ; 9.54712459 ; 42.24739638 ;14; 
2061;59;14;532000;1729000; 577531.855 ; 6163579.482 ; 1.51059896 ; 42.56157265 ;1732; 
2062;60;14;540000;1729000; 585522.219 ; 6163512.773 ; 1.60776754 ; 42.56228368 ;2027; 
2063;61;14;548000;1729000; 593512.584 ; 6163446.019 ; 1.70493836 ; 42.56290591 ;2285; 
2064;62;14;556000;1729000; 601502.948 ; 6163379.219 ; 1.80211111 ; 42.56343934 ;2067; 
2065;63;14;564000;1729000; 609493.313 ; 6163312.374 ; 1.89928550 ; 42.56388395 ;2347; 
2066;64;14;572000;1729000; 617483.678 ; 6163245.483 ; 1.99646122 ; 42.56423976 ;2129; 
2067;65;14;580000;1729000; 625474.042 ; 6163178.546 ; 2.09363799 ; 42.56450675 ;1744; 
2068;66;14;588000;1729000; 633464.406 ; 6163111.564 ; 2.19081550 ; 42.56468493 ;1529; 
2069;67;14;596000;1729000; 641454.771 ; 6163044.537 ; 2.28799347 ; 42.56477429 ;1040; 
2070;68;14;604000;1729000; 649445.134 ; 6162977.463 ; 2.38517158 ; 42.56477484 ;780; 
2071;69;14;612000;1729000; 657435.498 ; 6162910.345 ; 2.48234955 ; 42.56468657 ;1133; 
2072;70;14;620000;1729000; 665425.861 ; 6162843.181 ; 2.57952707 ; 42.56450949 ;813; 
2073;71;14;628000;1729000; 673416.224 ; 6162775.971 ; 2.67670386 ; 42.56424360 ;456; 
2074;72;14;636000;1729000; 681406.586 ; 6162708.716 ; 2.77387961 ; 42.56388889 ;189; 
2075;73;14;644000;1729000; 689396.947 ; 6162641.415 ; 2.87105402 ; 42.56344537 ;76; 
2076;74;14;652000;1729000; 697387.308 ; 6162574.069 ; 2.96822680 ; 42.56291304 ;35; 
2077;75;14;660000;1729000; 705377.669 ; 6162506.677 ; 3.06539766 ; 42.56229191 ;5; 
2134;132;14;1116000;1729000; 1160825.245 ; 6158590.221 ; 8.59134044 ; 42.38038529 ;133; 
2135;133;14;1124000;1729000; 1168815.469 ; 6158520.196 ; 8.68789512 ; 42.37463257 ;399; 
2136;134;14;1132000;1729000; 1176805.689 ; 6158450.126 ; 8.78443060 ; 42.36879195 ;600; 
2137;135;14;1140000;1729000; 1184795.905 ; 6158380.011 ; 8.88094658 ; 42.36286347 ;1437; 
2138;136;14;1148000;1729000; 1192786.117 ; 6158309.851 ; 8.97744279 ; 42.35684716 ;1463; 
2139;137;14;1156000;1729000; 1200776.325 ; 6158239.646 ; 9.07391894 ; 42.35074304 ;1113; 
2140;138;14;1164000;1729000; 1208766.528 ; 6158169.395 ; 9.17037474 ; 42.34455114 ;642; 
2141;139;14;1172000;1729000; 1216756.728 ; 6158099.099 ; 9.26680992 ; 42.33827149 ;919; 
2142;140;14;1180000;1729000; 1224746.923 ; 6158028.758 ; 9.36322418 ; 42.33190413 ;1011; 
2143;141;14;1188000;1729000; 1232737.113 ; 6157958.372 ; 9.45961725 ; 42.32544908 ;545; 
2144;142;14;1196000;1729000; 1240727.299 ; 6157887.941 ; 9.55598884 ; 42.31890637 ;14; 
2203;58;15;524000;1737000; 569608.131 ; 6171636.532 ; 1.41228948 ; 42.63260488 ;2359; 
2204;59;15;532000;1737000; 577598.541 ; 6171569.869 ; 1.50957579 ; 42.63340576 ;2296; 
2205;60;15;540000;1737000; 585588.951 ; 6171503.160 ; 1.60686464 ; 42.63411773 ;2319; 
2206;61;15;548000;1737000; 593579.361 ; 6171436.406 ; 1.70415573 ; 42.63474078 ;2231; 
2207;62;15;556000;1737000; 601569.771 ; 6171369.606 ; 1.80144876 ; 42.63527490 ;1881; 
2208;63;15;564000;1737000; 609560.181 ; 6171302.761 ; 1.89874343 ; 42.63572010 ;2148; 
2209;64;15;572000;1737000; 617550.591 ; 6171235.870 ; 1.99603944 ; 42.63607638 ;2167; 
2210;65;15;580000;1737000; 625541.001 ; 6171168.933 ; 2.09333650 ; 42.63634372 ;1679; 
2211;66;15;588000;1737000; 633531.411 ; 6171101.951 ; 2.19063431 ; 42.63652213 ;1962; 
2212;67;15;596000;1737000; 641521.821 ; 6171034.923 ; 2.28793257 ; 42.63661162 ;1351; 
2213;68;15;604000;1737000; 649512.230 ; 6170967.850 ; 2.38523099 ; 42.63661217 ;670; 
2214;69;15;612000;1737000; 657502.639 ; 6170900.731 ; 2.48252925 ; 42.63652378 ;433; 
2215;70;15;620000;1737000; 665493.048 ; 6170833.566 ; 2.57982707 ; 42.63634647 ;388; 
2216;71;15;628000;1737000; 673483.456 ; 6170766.356 ; 2.67712415 ; 42.63608023 ;286; 
2217;72;15;636000;1737000; 681473.864 ; 6170699.100 ; 2.77442019 ; 42.63572505 ;107; 
2218;73;15;644000;1737000; 689464.271 ; 6170631.799 ; 2.87171489 ; 42.63528095 ;51; 
2219;74;15;652000;1737000; 697454.678 ; 6170564.452 ; 2.96900795 ; 42.63474793 ;10; 
2220;75;15;660000;1737000; 705445.084 ; 6170497.060 ; 3.06629908 ; 42.63412598 ;1; 
2278;133;15;1124000;1737000; 1168885.518 ; 6166510.441 ; 8.69572253 ; 42.44622054 ;185; 
2279;134;15;1132000;1737000; 1176875.784 ; 6166440.367 ; 8.79237593 ; 42.44037228 ;632; 
2280;135;15;1140000;1737000; 1184866.045 ; 6166370.248 ; 8.88900976 ; 42.43443604 ;1368; 
2281;136;15;1148000;1737000; 1192856.302 ; 6166300.083 ; 8.98562375 ; 42.42841185 ;1453; 
2282;137;15;1156000;1737000; 1200846.555 ; 6166229.874 ; 9.08221760 ; 42.42229974 ;1206; 
2283;138;15;1164000;1737000; 1208836.804 ; 6166159.619 ; 9.17879103 ; 42.41609974 ;456; 
2284;139;15;1172000;1737000; 1216827.048 ; 6166089.319 ; 9.27534375 ; 42.40981188 ;745; 
2285;140;15;1180000;1737000; 1224817.288 ; 6166018.974 ; 9.37187549 ; 42.40343618 ;649; 
2286;141;15;1188000;1737000; 1232807.524 ; 6165948.583 ; 9.46838595 ; 42.39697269 ;430; 
2331;43;16;404000;1745000; 449818.001 ; 6180621.434 ; -0.04945090 ; 42.68173302 ;2235; 
2332;44;16;412000;1745000; 457808.446 ; 6180555.455 ; 0.04788191 ; 42.68386974 ;2296; 
2333;45;16;420000;1745000; 465798.893 ; 6180489.431 ; 0.14522175 ; 42.68591753 ;2042; 
2334;46;16;428000;1745000; 473789.341 ; 6180423.361 ; 0.24256832 ; 42.68787638 ;2055; 
2335;47;16;436000;1745000; 481779.790 ; 6180357.246 ; 0.33992131 ; 42.68974628 ;2224; 
2336;48;16;444000;1745000; 489770.240 ; 6180291.085 ; 0.43728043 ; 42.69152722 ;2453; 
2337;49;16;452000;1745000; 497760.690 ; 6180224.878 ; 0.53464539 ; 42.69321920 ;2352; 
2338;50;16;460000;1745000; 505751.141 ; 6180158.626 ; 0.63201588 ; 42.69482221 ;2064; 
2343;55;16;500000;1745000; 545703.407 ; 6179826.680 ; 1.11894091 ; 42.70150236 ;1915; 
2344;56;16;508000;1745000; 553693.861 ; 6179760.154 ; 1.21633834 ; 42.70257137 ;2138; 
2345;57;16;516000;1745000; 561684.316 ; 6179693.582 ; 1.31373921 ; 42.70355136 ;2170; 
2346;58;16;524000;1745000; 569674.771 ; 6179626.965 ; 1.41114323 ; 42.70444233 ;2010; 
2347;59;16;532000;1745000; 577665.227 ; 6179560.302 ; 1.50855009 ; 42.70524426 ;1895; 
2348;60;16;540000;1745000; 585655.682 ; 6179493.593 ; 1.60595950 ; 42.70595717 ;1862; 
2349;61;16;548000;1745000; 593646.138 ; 6179426.839 ; 1.70337116 ; 42.70658103 ;1664; 
2350;62;16;556000;1745000; 601636.594 ; 6179360.039 ; 1.80078476 ; 42.70711586 ;1325; 
2351;63;16;564000;1745000; 609627.050 ; 6179293.194 ; 1.89820001 ; 42.70756165 ;1400; 
2352;64;16;572000;1745000; 617617.505 ; 6179226.302 ; 1.99561662 ; 42.70791839 ;1817; 
2353;65;16;580000;1745000; 625607.961 ; 6179159.366 ; 2.09303427 ; 42.70818608 ;1324; 
2354;66;16;588000;1745000; 633598.416 ; 6179092.383 ; 2.19045267 ; 42.70836473 ;1439; 
2355;67;16;596000;1745000; 641588.872 ; 6179025.355 ; 2.28787153 ; 42.70845433 ;1295; 
2356;68;16;604000;1745000; 649579.327 ; 6178958.282 ; 2.38529054 ; 42.70845488 ;962; 
2357;69;16;612000;1745000; 657569.781 ; 6178891.162 ; 2.48270940 ; 42.70836639 ;625; 
2358;70;16;620000;1745000; 665560.236 ; 6178823.997 ; 2.58012782 ; 42.70818884 ;382; 
2359;71;16;628000;1745000; 673550.689 ; 6178756.787 ; 2.67754549 ; 42.70792225 ;192; 
2360;72;16;636000;1745000; 681541.143 ; 6178689.531 ; 2.77496211 ; 42.70756661 ;98; 
2361;73;16;644000;1745000; 689531.595 ; 6178622.229 ; 2.87237739 ; 42.70712193 ;43; 
2362;74;16;652000;1745000; 697522.048 ; 6178554.881 ; 2.96979103 ; 42.70658820 ;16; 
2363;75;16;660000;1745000; 705512.499 ; 6178487.488 ; 3.06720273 ; 42.70596543 ;1; 
2421;133;16;1124000;1745000; 1168955.572 ; 6174500.731 ; 8.70356922 ; 42.51781357 ;185; 
2422;134;16;1132000;1745000; 1176945.882 ; 6174430.653 ; 8.80034082 ; 42.51195765 ;181; 
2423;135;16;1140000;1745000; 1184936.189 ; 6174360.529 ; 8.89709279 ; 42.50601364 ;853; 
2424;136;16;1148000;1745000; 1192926.491 ; 6174290.361 ; 8.99382483 ; 42.49998157 ;1096; 
2425;137;16;1156000;1745000; 1200916.789 ; 6174220.147 ; 9.09053667 ; 42.49386146 ;677; 
2426;138;16;1164000;1745000; 1208907.083 ; 6174149.888 ; 9.18722801 ; 42.48765334 ;418; 
2427;139;16;1172000;1745000; 1216897.373 ; 6174079.583 ; 9.28389857 ; 42.48135725 ;519; 
2428;140;16;1180000;1745000; 1224887.658 ; 6174009.234 ; 9.38054807 ; 42.47497322 ;566; 
2429;141;16;1188000;1745000; 1232877.939 ; 6173938.839 ; 9.47717621 ; 42.46850126 ;155; 
2430;142;16;1196000;1745000; 1240868.216 ; 6173868.399 ; 9.57378271 ; 42.46194143 ;1; 
2473;42;17;396000;1753000; 441893.465 ; 6188677.834 ; -0.14985690 ; 42.75131735 ;2330; 
2474;43;17;404000;1753000; 449883.956 ; 6188611.902 ; -0.05241086 ; 42.75354591 ;2058; 
2475;44;17;412000;1753000; 457874.447 ; 6188545.924 ; 0.04504253 ; 42.75568543 ;1899; 
2476;45;17;420000;1753000; 465864.940 ; 6188479.901 ; 0.14250297 ; 42.75773591 ;2205; 
2477;46;17;428000;1753000; 473855.433 ; 6188413.832 ; 0.23997016 ; 42.75969733 ;1962; 
2478;47;17;436000;1753000; 481845.928 ; 6188347.717 ; 0.33744380 ; 42.76156969 ;1923; 
2479;48;17;444000;1753000; 489836.423 ; 6188281.557 ; 0.43492360 ; 42.76335298 ;1828; 
2480;49;17;452000;1753000; 497826.919 ; 6188215.351 ; 0.53240925 ; 42.76504718 ;1595; 
2481;50;17;460000;1753000; 505817.416 ; 6188149.100 ; 0.62990046 ; 42.76665229 ;1329; 
2484;53;17;484000;1753000; 529788.911 ; 6187950.071 ; 0.92240441 ; 42.77093300 ;2215; 
2485;54;17;492000;1753000; 537779.410 ; 6187883.637 ; 1.01991484 ; 42.77218168 ;2068; 
2486;55;17;500000;1753000; 545769.910 ; 6187817.157 ; 1.11742933 ; 42.77334122 ;1815; 
2487;56;17;508000;1753000; 553760.410 ; 6187750.631 ; 1.21494757 ; 42.77441164 ;1342; 
2488;57;17;516000;1753000; 561750.910 ; 6187684.060 ; 1.31246927 ; 42.77539292 ;1348; 
2489;58;17;524000;1753000; 569741.411 ; 6187617.443 ; 1.40999413 ; 42.77628505 ;1636; 
2490;59;17;532000;1753000; 577731.912 ; 6187550.780 ; 1.50752184 ; 42.77708805 ;1252; 
